,Iteration,Time,Fitness,FEvals,Population Size,Mutation Rate,max_iters
0,0,0.285382700007176,64.0,200.0,200,0.6,4096
1,1,0.5975038000033237,48.0,402.0,200,0.6,4096
2,2,0.9061425999971107,42.0,604.0,200,0.6,4096
3,3,1.2228886999946553,42.0,805.0,200,0.6,4096
4,4,1.6160027000005357,42.0,1006.0,200,0.6,4096
5,5,2.1729564999986906,42.0,1207.0,200,0.6,4096
6,6,2.4886855999939144,42.0,1408.0,200,0.6,4096
7,7,2.7896771999949124,42.0,1609.0,200,0.6,4096
8,8,3.089938399993116,42.0,1810.0,200,0.6,4096
9,9,3.403419500013115,41.0,2012.0,200,0.6,4096
10,10,3.6955862999893725,41.0,2213.0,200,0.6,4096
11,11,4.018517099990277,41.0,2414.0,200,0.6,4096
12,12,4.32060609999462,41.0,2615.0,200,0.6,4096
13,13,4.619187100004638,41.0,2816.0,200,0.6,4096
14,14,4.921834600012517,41.0,3017.0,200,0.6,4096
15,15,5.224877600005129,41.0,3218.0,200,0.6,4096
16,16,5.53024930000538,41.0,3419.0,200,0.6,4096
17,17,5.827872800000478,41.0,3620.0,200,0.6,4096
18,18,6.117949600011343,41.0,3821.0,200,0.6,4096
19,19,6.4221669000107795,37.0,4023.0,200,0.6,4096
20,20,6.75888209999539,37.0,4224.0,200,0.6,4096
21,21,7.056121100002201,37.0,4425.0,200,0.6,4096
22,22,7.3499464000051375,37.0,4626.0,200,0.6,4096
23,23,7.64542889999575,37.0,4827.0,200,0.6,4096
24,24,7.942154599993955,37.0,5028.0,200,0.6,4096
25,25,8.238198600010946,37.0,5229.0,200,0.6,4096
26,26,8.536024400003953,37.0,5430.0,200,0.6,4096
27,27,8.84668360001524,37.0,5631.0,200,0.6,4096
28,28,9.184581999987131,33.0,5833.0,200,0.6,4096
29,29,9.484359800000675,33.0,6034.0,200,0.6,4096
30,30,9.782592600007774,33.0,6235.0,200,0.6,4096
31,31,10.080410599999595,33.0,6436.0,200,0.6,4096
32,32,10.37040660000639,33.0,6637.0,200,0.6,4096
33,33,10.665665300010005,33.0,6838.0,200,0.6,4096
34,34,10.965376500011189,33.0,7039.0,200,0.6,4096
35,35,11.262832500011427,33.0,7240.0,200,0.6,4096
36,36,11.584258099988801,33.0,7441.0,200,0.6,4096
37,37,11.888884100015275,33.0,7642.0,200,0.6,4096
38,38,12.18432249999023,33.0,7843.0,200,0.6,4096
39,39,12.4889705000096,29.0,8045.0,200,0.6,4096
40,40,12.788661300000967,29.0,8246.0,200,0.6,4096
41,41,13.091289500007406,29.0,8447.0,200,0.6,4096
42,42,13.38711239999975,29.0,8648.0,200,0.6,4096
43,43,13.692519600008382,29.0,8849.0,200,0.6,4096
44,44,14.016070200013928,29.0,9050.0,200,0.6,4096
45,45,14.322203699994134,29.0,9251.0,200,0.6,4096
46,46,14.613430400000652,29.0,9452.0,200,0.6,4096
47,47,14.905401500000153,29.0,9653.0,200,0.6,4096
48,48,15.194847900012974,29.0,9854.0,200,0.6,4096
49,49,15.491691800008994,26.0,10056.0,200,0.6,4096
50,50,15.826616200007265,26.0,10257.0,200,0.6,4096
51,51,16.149213299999246,26.0,10458.0,200,0.6,4096
52,52,16.48594049998792,26.0,10659.0,200,0.6,4096
53,53,16.80618109999341,23.0,10861.0,200,0.6,4096
54,54,17.098601500008954,23.0,11062.0,200,0.6,4096
55,55,17.3902795999893,23.0,11263.0,200,0.6,4096
56,56,17.69870949999313,23.0,11464.0,200,0.6,4096
57,57,18.00172639999073,22.0,11666.0,200,0.6,4096
58,58,18.3041627999919,22.0,11867.0,200,0.6,4096
59,59,18.622967300005257,22.0,12068.0,200,0.6,4096
60,60,18.936500200012233,21.0,12270.0,200,0.6,4096
