,Iteration,Time,Fitness,FEvals,Temperature,max_iters
0,0,0.00022600000374950469,8.0,0.0,10,4096
1,1,0.011609399996814318,8.0,2.0,10,4096
2,2,0.011781100009102374,8.0,4.0,10,4096
3,3,0.011941100005060434,8.0,6.0,10,4096
4,4,0.012099700004910119,8.0,8.0,10,4096
5,5,0.012262899996130727,8.0,10.0,10,4096
6,6,0.012425900000380352,8.0,12.0,10,4096
7,7,0.012589699996169657,8.0,14.0,10,4096
8,8,0.01275750000786502,8.0,16.0,10,4096
9,9,0.01292490000196267,8.0,18.0,10,4096
10,10,0.013090599997667596,8.0,20.0,10,4096
11,11,0.01325810000707861,8.0,22.0,10,4096
12,12,0.013425099998130463,8.0,24.0,10,4096
13,13,0.013593900002888404,8.0,26.0,10,4096
14,14,0.013766500007477589,8.0,28.0,10,4096
15,15,0.013936600007582456,8.0,30.0,10,4096
16,16,0.014107499999227002,8.0,32.0,10,4096
17,17,0.01427970000077039,8.0,34.0,10,4096
18,18,0.014452000003075227,8.0,36.0,10,4096
19,19,0.014626000003772788,8.0,38.0,10,4096
20,20,0.014806999999564141,8.0,40.0,10,4096
21,21,0.014983100001700222,8.0,42.0,10,4096
22,22,0.015159100003074855,8.0,44.0,10,4096
23,23,0.015337799995904788,8.0,46.0,10,4096
24,24,0.015519599997787736,8.0,48.0,10,4096
25,25,0.01570190000347793,8.0,50.0,10,4096
26,26,0.015885400003753603,7.0,52.0,10,4096
27,27,0.01606789999641478,7.0,54.0,10,4096
28,28,0.01624670000455808,8.0,56.0,10,4096
29,29,0.016429499999503605,8.0,58.0,10,4096
30,30,0.016615400003502145,8.0,60.0,10,4096
31,31,0.01694899999711197,8.0,62.0,10,4096
32,32,0.017157000009319745,8.0,64.0,10,4096
33,33,0.017350800000713207,8.0,66.0,10,4096
34,34,0.017575300007592887,7.0,68.0,10,4096
35,35,0.01777320000110194,7.0,70.0,10,4096
36,36,0.017964800004847348,7.0,72.0,10,4096
37,37,0.018156899997848086,7.0,74.0,10,4096
38,38,0.018346199998632073,8.0,76.0,10,4096
39,39,0.018538200005423278,8.0,78.0,10,4096
40,40,0.01873660000273958,8.0,80.0,10,4096
41,41,0.01893249999557156,8.0,82.0,10,4096
42,42,0.01906230000895448,8.0,83.0,10,4096
43,43,0.019259100008639507,8.0,85.0,10,4096
44,44,0.019456699999864213,8.0,87.0,10,4096
45,45,0.019654899995657615,8.0,89.0,10,4096
46,46,0.019856800005072728,8.0,91.0,10,4096
47,47,0.020056599998497404,8.0,93.0,10,4096
48,48,0.020250900008250028,5.0,95.0,10,4096
49,49,0.02044700000260491,5.0,97.0,10,4096
50,50,0.0206497000035597,5.0,99.0,10,4096
51,51,0.020856800008914433,5.0,101.0,10,4096
52,52,0.021058099999208935,5.0,103.0,10,4096
53,53,0.02126039999711793,5.0,105.0,10,4096
54,54,0.021466200007125735,5.0,107.0,10,4096
55,55,0.021672000002581626,5.0,109.0,10,4096
56,56,0.021877899998798966,5.0,111.0,10,4096
57,57,0.022083100004238077,5.0,113.0,10,4096
58,58,0.022290299995802343,5.0,115.0,10,4096
59,59,0.02250089999870397,5.0,117.0,10,4096
60,60,0.022710999997798353,5.0,119.0,10,4096
61,61,0.022921600000699982,5.0,121.0,10,4096
62,62,0.02313240000512451,5.0,123.0,10,4096
63,63,0.023339899998973124,5.0,125.0,10,4096
64,64,0.0235508000041591,5.0,127.0,10,4096
65,65,0.02376189999631606,5.0,129.0,10,4096
66,66,0.023974299998371862,5.0,131.0,10,4096
67,67,0.024184699999750592,6.0,133.0,10,4096
68,68,0.02439740000409074,6.0,135.0,10,4096
69,69,0.024609900006907992,6.0,137.0,10,4096
70,70,0.024832199997035787,6.0,139.0,10,4096
71,71,0.025053600009414367,6.0,141.0,10,4096
72,72,0.02527100000588689,6.0,143.0,10,4096
73,73,0.025495000008959323,5.0,145.0,10,4096
